-0.36476135,8.793503,1.0550842,-0.85321045,0.29722595,0.8901825
-0.8797302,9.768784,1.0169983,-0.8751373,0.015472412,0.16223145
2.0014954,11.10907,2.619156,-0.72016907,0.38848877,-0.28401184
0.45062256,12.651642,0.18455505,-0.57164,1.2274017,-0.2416687
-2.1643524,13.928436,-4.4224854,-0.38049316,1.2028351,-0.21313477
-4.332779,13.361191,-0.7188721,-0.2257843,0.558136,0.1244812
-0.31944275,13.318359,-0.23202515,0.12780762,0.38006592,0.55288696
1.566452,9.515274,-0.01777649,-0.513504,0.3798523,0.33229065
-0.32374573,5.262665,0.32234192,0.44636536,-0.5105896,-0.113098145
-1.811676,3.7105103,1.3739319,-1.3566284,-0.43528748,-0.45516968
-1.1340485,4.538269,2.2975464,0.012771606,-0.5677643,-0.45507813
0.09291077,6.7061005,1.8996277,0.5776367,-0.38237,-0.11601257
-1.0363159,15.611984,2.6415253,1.1203461,0.23231506,-0.27876282
0.7523041,9.682709,3.0008698,0.88772583,-0.65792847,0.3221588
-0.49697876,18.676529,0.9373779,0.9108887,-0.61213684,0.19740295
-2.359375,10.250824,-1.7508545,0.84439087,-0.47198486,-0.49942017
0.5801697,7.5878143,0.44392395,0.2956543,-0.40312195,-0.43927002
-2.8121796,9.1380005,-0.45043945,0.12045288,-0.89486694,-0.3280182
-1.8853912,8.08699,0.8474426,0.3812256,-0.60964966,0.2664795
0.88934326,4.5319824,-0.22895813,1.0820465,0.42559814,0.23730469
0.0048217773,7.2174377,0.3471222,0.22673035,0.92663574,0.57728577
-0.40156555,8.818573,0.5805359,-0.77423096,0.442276,0.86042786
-1.3717194,11.805405,2.5853271,-1.0910187,0.5107422,-0.46768188
3.6513977,10.278336,3.7453308,-0.72128296,1.5125122,-0.075912476
1.6511078,13.003159,-2.6304626,-0.48588562,1.5380554,0.009124756
-6.492264,15.142807,-4.1967316,-0.48788452,0.819458,-0.1055603
-2.3653412,14.497086,-0.5090637,-0.6408081,0.35273743,0.276886
0.5682068,10.774796,-1.6243744,-0.56544495,0.7002106,0.39074707
