98,700,679,-114,-92,60,-846,27,-425
111,698,685,-7,-164,7,-849,24,-419
115,702,689,15,-194,38,-851,23,-415
122,672,684,32,-186,29,-853,20,-410
151,663,680,82,-166,3,-854,16,-405
171,719,706,86,-60,16,-858,12,-404
161,732,734,34,-25,51,-861,10,-403
163,701,728,59,-49,108,-861,9,-403
168,714,721,38,28,150,-861,12,-402
138,729,720,-12,21,168,-859,18,-401
151,742,684,4,30,226,-858,21,-400
155,737,642,236,91,225,-855,26,-404
204,887,677,428,172,436,-851,28,-407
346,874,628,310,301,678,-844,35,-410
437,896,610,-229,671,1020,-834,64,-423
480,886,742,-513,944,1663,-807,107,-435
529,746,830,-1530,975,2325,-758,181,-443
500,552,793,-1776,964,2856,-705,277,-438
480,406,818,-1022,939,3113,-653,361,-428
450,449,839,-207,761,2977,-583,430,-418
326,509,780,547,534,2756,-515,472,-414
169,566,667,1234,403,2365,-439,494,-417
195,654,763,1264,58,2057,-389,499,-429
244,672,707,997,-232,1786,-358,498,-439
270,592,593,435,-309,1568,-332,501,-439
262,417,526,-280,-164,1167,-312,512,-430
166,340,716,-131,-34,698,-303,521,-417
243,321,609,556,-42,337,-297,522,-418
291,454,538,594,263,-51,-286,516,-427
386,353,648,649,503,-193,-284,508,-444
380,368,478,1147,754,-439,-286,493,-466
156,544,1052,1485,439,-457,-299,462,-506
326,603,856,1205,-191,-628,-313,434,-529
270,585,795,1019,-315,-738,-322,414,-543
353,603,734,1217,-460,-833,-344,382,-560
438,526,590,1557,-166,-1241,-365,340,-581
532,639,451,1692,6,-1165,-398,288,-602
582,664,356,1958,577,-1069,-408,232,-630
500,1103,252,1214,1110,-708,-391,188,-660
399,1005,221,-155,1651,-375,-371,173,-680
272,859,898,819,1191,-57,-346,163,-701
231,864,592,1326,491,-26,-331,131,-717
142,1024,612,362,586,255,-322,115,-727
151,842,472,123,396,61,-316,112,-732
142,905,520,339,282,13,-310,109,-736
177,1046,402,254,115,319,-310,105,-737
170,857,464,-52,209,252,-303,113,-737
127,885,507,-8,8,193,-301,117,-736
41,884,465,47,-282,203,-307,114,-735
-35,853,488,-25,-441,81,-315,116,-732
30,860,539,-3,-672,-35,-328,113,-727
174,991,497,-30,-837,-187,-349,111,-719
247,1005,444,-286,-861,-80,-367,110,-709
305,894,464,-445,-944,-127,-383,113,-699
332,930,483,-639,-910,-74,-399,126,-687
330,902,582,-995,-1046,38,-417,142,-670
395,862,507,-1296,-1086,90,-436,176,-645
454,755,395,-1108,-930,150,-451,205,-621
388,792,484,-571,-795,258,-460,223,-602
414,856,528,-575,-762,348,-469,238,-585
323,747,573,-582,-820,389,-479,259,-565
431,734,328,-257,-661,153,-482,268,-547
260,879,272,-1143,-46,168,-482,287,-532
399,689,336,-710,245,137,-478,306,-523
403,628,500,-358,332,97,-470,314,-524
429,622,518,-225,175,-57,-466,318,-522
424,720,510,-233,107,-38,-464,324,-526
448,723,571,-280,18,38,-461,328,-523
442,673,599,-304,-164,103,-464,332,-516
414,720,583,-293,-280,104,-471,338,-512
402,674,563,-161,-261,184,-477,343,-503
437,610,472,179,-87,-3,-476,346,-499
510,671,531,503,183,32,-475,337,-507
615,661,493,361,486,162,-472,330,-514
641,638,523,613,797,268,-459,323,-531
612,711,641,516,885,558,-441,318,-544
586,685,603,548,710,684,-414,314,-559
610,761,455,972,812,1001,-387,314,-572
511,858,654,560,968,1192,-366,315,-583
461,884,853,-130,487,1087,-339,326,-583
436,584,807,-315,331,1079,-315,342,-577
443,644,680,-673,422,1075,-287,362,-568
325,265,665,-1122,555,324,-270,386,-551
379,361,618,-400,421,-199,-257,402,-534
471,759,578,466,339,-239,-254,394,-532
461,908,554,-713,361,185,-244,397,-525
382,570,599,-1830,419,174,-237,425,-499
394,240,583,-1622,570,-171,-228,453,-468
437,101,617,-1441,690,-824,-220,474,-441
501,243,693,-1136,878,-1235,-228,485,-419
555,455,779,-1413,810,-1333,-240,490,-389
525,522,916,-2352,548,-1270,-268,502,-348
357,623,812,-2772,470,-1110,-283,519,-286
131,359,789,-1052,502,-606,-291,528,-241
57,285,778,430,337,-708,-303,522,-227
