300,665,682,-10,39,12,-907,29,-124
300,666,685,-1,-19,1,-906,30,-123
296,666,687,46,13,1,-907,29,-124
299,662,689,-6,-14,-10,-908,27,-123
292,661,689,-8,45,-16,-905,27,-124
293,668,686,-5,42,14,-906,28,-124
297,669,689,-23,74,9,-906,26,-127
295,662,693,-50,110,3,-905,27,-129
286,664,686,-21,49,-11,-904,28,-133
285,666,691,-30,72,10,-903,27,-133
294,661,700,-89,114,44,-903,28,-136
295,664,700,-133,166,54,-901,29,-139
282,655,705,-179,229,68,-900,32,-145
263,644,709,-145,196,16,-898,34,-149
259,644,704,-114,109,43,-895,36,-153
282,670,711,-113,170,68,-896,35,-158
329,638,794,-84,278,201,-893,43,-162
465,717,920,229,371,347,-889,51,-170
524,924,834,509,544,763,-876,69,-182
433,684,1117,755,10,1117,-857,98,-186
517,567,663,935,-315,1017,-840,123,-174
529,515,413,1061,44,860,-819,145,-169
402,396,397,929,324,362,-797,158,-171
375,477,433,1076,582,-106,-777,161,-179
318,595,515,1187,626,-495,-761,149,-193
168,735,472,1122,643,-626,-744,134,-215
150,781,445,1191,565,-708,-730,111,-231
72,846,454,953,443,-724,-720,90,-245
-20,937,500,417,279,-615,-714,66,-253
-15,900,473,202,168,-433,-707,53,-257
7,855,523,24,80,-367,-702,43,-261
46,788,466,209,14,-313,-697,34,-261
12,851,470,609,13,-352,-698,22,-264
3,1003,567,164,13,-262,-702,12,-262
54,848,609,-311,-189,-132,-704,12,-261
124,826,549,248,-211,-39,-706,9,-259
184,924,479,252,-233,-20,-709,6,-252
206,890,385,-8,-173,-13,-713,7,-249
140,914,406,14,-44,91,-712,10,-244
107,831,436,132,-13,141,-712,13,-245
119,831,452,247,-19,109,-712,12,-247
111,882,464,258,12,120,-711,13,-247
101,866,493,352,-47,121,-715,11,-249
134,871,435,434,-159,115,-720,17,-249
161,890,400,503,-86,46,-724,11,-248
182,867,393,605,-62,18,-725,11,-247
166,900,399,859,-109,-2,-728,5,-250
205,915,358,797,-152,46,-733,0,-248
226,953,282,892,-105,20,-738,-6,-250
244,969,319,707,-178,26,-742,-10,-249
218,925,279,590,-94,50,-743,-14,-247
186,955,259,567,-102,100,-743,-17,-247
187,1002,212,418,-33,135,-743,-17,-245
155,1031,205,183,-14,232,-744,-15,-247
214,1026,230,128,-16,305,-747,-11,-245
233,1024,218,250,-33,493,-746,-4,-244
238,1065,239,231,-47,586,-746,5,-240
256,1072,241,-33,-24,650,-747,16,-233
267,1048,277,-184,-55,774,-741,32,-228
279,1038,300,-124,-127,892,-739,51,-219
291,973,250,-245,-121,956,-741,71,-211
271,913,228,-241,-121,941,-734,91,-201
258,864,248,-252,-78,914,-733,108,-190
241,815,238,-150,-86,785,-729,126,-181
244,784,202,-1,-31,624,-728,141,-179
266,809,204,-25,58,509,-728,149,-180
287,825,191,116,20,429,-735,157,-180
318,827,179,201,17,337,-739,157,-181
375,851,149,262,30,266,-748,159,-186
389,856,177,242,109,146,-759,155,-190
446,828,181,252,85,92,-767,152,-194
485,834,181,420,75,-17,-778,143,-199
504,855,181,258,101,-88,-791,130,-204
507,856,171,214,81,-166,-804,109,-209
543,863,151,246,98,-140,-812,92,-210
510,824,159,54,54,-104,-819,81,-214
498,830,125,73,61,-112,-826,66,-215
461,831,97,164,52,-213,-832,48,-216
480,861,143,116,61,-265,-842,29,-216
485,871,133,283,65,-301,-849,10,-218
434,906,315,525,-71,-291,-852,-13,-214
471,867,389,444,-168,-329,-859,-34,-209
484,1005,264,264,-330,-320,-864,-57,-200
498,1080,247,-374,-309,-187,-868,-69,-190
482,998,292,-834,-280,-76,-869,-75,-182
510,977,373,-1352,-499,29,-869,-73,-174
537,890,184,-1903,-526,37,-867,-65,-161
501,850,362,-2073,-344,23,-864,-57,-152
551,789,414,-1913,-459,13,-855,-47,-142
606,606,297,-1021,-596,-39,-855,-40,-127
652,764,251,-976,-276,4,-853,-36,-116
682,692,402,-1768,-119,-13,-850,-25,-111
